"codex","place","gender","hill_size_x","team","season","hill_size_y","k.point","meter.value","gate.factor","wind.factor","type","date","id","training","country"
3129,"Villach","Men",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3129RTRIA",1,"AUT"
3129,"Villach","Men",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3129RLT",1,"AUT"
3129,"Villach","Men",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3129RL",0,"AUT"
3128,"Villach","Women",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3128RTRIA",1,"AUT"
3128,"Villach","Women",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3128RLT",1,"AUT"
3128,"Villach","Women",98,0,2018,98,90,2,NA,NA,3,"2017-07-01","2018JP3128RL",0,"AUT"
3125,"Rasnov","Women",100,0,2018,100,90,2,7,8,3,"2017-09-22","2018JP3125RTRIA",1,"ROU"
3125,"Rasnov","Women",100,0,2018,100,90,2,7,8,3,"2017-09-22","2018JP3125RL",0,"ROU"
3124,"Rasnov","Men",100,0,2018,100,90,2,7,8,3,"2017-09-22","2018JP3124RTRIA",1,"ROU"
3124,"Rasnov","Men",100,0,2018,100,90,2,7,8,3,"2017-09-22","2018JP3124RL",0,"ROU"
3123,"Rasnov","Women",100,0,2018,100,90,2,7,8,3,"2017-09-21","2018JP3123RTRIA",1,"ROU"
3123,"Rasnov","Women",100,0,2018,100,90,2,7,8,3,"2017-09-21","2018JP3123RLT",1,"ROU"
3123,"Rasnov","Women",100,0,2018,100,90,2,7,8,3,"2017-09-21","2018JP3123RL",0,"ROU"
3122,"Rasnov","Men",100,0,2018,100,90,2,7,8,3,"2017-09-21","2018JP3122RLT",1,"ROU"
3122,"Rasnov","Men",100,0,2018,100,90,2,7,8,3,"2017-09-21","2018JP3122RL",0,"ROU"
3117,"Kandersteg","Women",106,0,2018,106,95,2,NA,NA,3,"2017-09-17","2018JP3117RTRIA",1,"SUI"
3117,"Kandersteg","Women",106,0,2018,106,95,2,NA,NA,3,"2017-09-17","2018JP3117RL",0,"SUI"
3116,"Kandersteg","Men",106,0,2018,106,95,2,NA,NA,3,"2017-09-17","2018JP3116RTRIA",1,"SUI"
3116,"Kandersteg","Men",106,0,2018,106,95,2,NA,NA,3,"2017-09-17","2018JP3116RL",0,"SUI"
3115,"Kandersteg","Women",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3115RTRIA",1,"SUI"
3115,"Kandersteg","Women",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3115RLT",1,"SUI"
3115,"Kandersteg","Women",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3115RL",0,"SUI"
3114,"Kandersteg","Men",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3114RTRIA",1,"SUI"
3114,"Kandersteg","Men",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3114RLT",1,"SUI"
3114,"Kandersteg","Men",106,0,2018,106,95,2,NA,NA,3,"2017-09-16","2018JP3114RL",0,"SUI"
3253,"Iron Mountain, MI","Men",133,0,2018,133,120,1.8,7.2,9,1,"2018-02-11","2018JP3253RTRIA",1,"USA"
3253,"Iron Mountain, MI","Men",133,0,2018,133,120,1.8,7.2,9,1,"2018-02-11","2018JP3253RL",0,"USA"
3252,"Iron Mountain, MI","Men",133,0,2018,133,120,1.8,7.2,9,1,"2018-02-10","2018JP3252RTRIA",1,"USA"
3252,"Iron Mountain, MI","Men",133,0,2018,133,120,1.8,7.2,9,1,"2018-02-10","2018JP3252RLT",1,"USA"
3252,"Iron Mountain, MI","Men",133,0,2018,133,120,1.8,7.2,9,1,"2018-02-10","2018JP3252RL",0,"USA"
3243,"Bischofshofen","Men",140,0,2018,142,125,1.8,4.86,9.36,1,"2018-01-11","2018JP3243RTRIA",1,"AUT"
3243,"Bischofshofen","Men",140,0,2018,142,125,1.8,4.86,9.36,1,"2018-01-11","2018JP3243RL",0,"AUT"
3242,"Bischofshofen","Men",140,0,2018,142,125,1.8,4.86,9.36,1,"2018-01-10","2018JP3242RTRIA",1,"AUT"
3242,"Bischofshofen","Men",140,0,2018,142,125,1.8,4.86,9.36,1,"2018-01-10","2018JP3242RLT",1,"AUT"
3242,"Bischofshofen","Men",140,0,2018,142,125,1.8,4.86,9.36,1,"2018-01-10","2018JP3242RL",0,"AUT"
3235,"Ruka","Men",142,0,2018,142,120,1.8,9.54,11.7,1,"2017-12-17","2018JP3235RTRIA",1,"FIN"
3235,"Ruka","Men",142,0,2018,142,120,1.8,9.54,11.7,1,"2017-12-17","2018JP3235RL",0,"FIN"
3234,"Ruka","Men",142,0,2018,142,120,1.8,NA,NA,1,"2017-12-16","2018JP3234RLT",1,"FIN"
3234,"Ruka","Men",142,0,2018,142,120,1.8,NA,NA,1,"2017-12-16","2018JP3234RL",0,"FIN"
3227,"Planica","Men",139,0,2018,138,125,1.8,7.51,9.9,1,"2018-02-04","2018JP3227RTRIA",1,"SLO"
3227,"Planica","Men",139,0,2018,138,125,1.8,7.51,9.9,1,"2018-02-04","2018JP3227RL",0,"SLO"
3226,"Planica","Men",139,0,2018,138,125,1.8,7.51,9.9,1,"2018-02-03","2018JP3226RLT",1,"SLO"
3226,"Planica","Men",139,0,2018,138,125,1.8,7.51,9.9,1,"2018-02-03","2018JP3226RL",0,"SLO"
3218,"Brotterode","Women",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-17","2018JP3218RL",0,"GER"
3217,"Brotterode","Men",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-18","2018JP3217RL",0,"GER"
3216,"Brotterode","Women",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-16","2018JP3216RLT",1,"GER"
3216,"Brotterode","Women",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-16","2018JP3216RL",0,"GER"
3215,"Brotterode","Men",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-18","2018JP3215RTRIA",1,"GER"
3215,"Brotterode","Men",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-18","2018JP3215RLT",1,"GER"
3215,"Brotterode","Men",117,0,2018,117,105,1.8,7.2,8.1,1,"2018-02-18","2018JP3215RL",0,"GER"
3214,"Titisee-Neustadt","Men",142,0,2018,142,125,1.8,7.67,10.8,1,"2018-01-07","2018JP3214RTRIA",1,"GER"
3214,"Titisee-Neustadt","Men",142,0,2018,142,125,1.8,7.67,10.8,1,"2018-01-07","2018JP3214RL",0,"GER"
3213,"Titisee-Neustadt","Men",142,0,2018,142,125,1.8,7.67,10.8,1,"2018-01-06","2018JP3213RTRIA",1,"GER"
3213,"Titisee-Neustadt","Men",142,0,2018,142,125,1.8,7.67,10.8,1,"2018-01-06","2018JP3213RLT",1,"GER"
3213,"Titisee-Neustadt","Men",142,0,2018,142,125,1.8,7.67,10.8,1,"2018-01-06","2018JP3213RL",0,"GER"
3208,"Erzurum","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-01-20","2018JP3208RTRIA",1,"TUR"
3208,"Erzurum","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-01-20","2018JP3208RL",0,"TUR"
3207,"Erzurum","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-01-20","2018JP3207RTRIA",1,"TUR"
3207,"Erzurum","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-01-20","2018JP3207RLT",1,"TUR"
3207,"Erzurum","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-01-20","2018JP3207RL",0,"TUR"
3206,"Rena","Men",139,0,2018,139,124,1.8,7.56,10.8,1,"2018-03-04","2018JP3206RTRIA",1,"NOR"
3206,"Rena","Men",139,0,2018,139,124,1.8,7.56,10.8,1,"2018-03-04","2018JP3206RL",0,"NOR"
3205,"Rena","Men",139,0,2018,139,124,1.8,7.56,10.8,1,"2018-03-03","2018JP3205RTRIA",1,"NOR"
3205,"Rena","Men",139,0,2018,139,124,1.8,7.56,10.8,1,"2018-03-03","2018JP3205RLT",1,"NOR"
3205,"Rena","Men",139,0,2018,139,124,1.8,7.56,10.8,1,"2018-03-03","2018JP3205RL",0,"NOR"
3200,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2018-02-25","2018JP3200RL",0,"GER"
3199,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2018-02-24","2018JP3199RLT",1,"GER"
3199,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2018-02-24","2018JP3199RL",0,"GER"
3194,"Sapporo","Men",137,0,2018,134,123,1.8,7.4,10.8,1,"2018-01-28","2018JP3194RTRIA",1,"JPN"
3194,"Sapporo","Men",137,0,2018,134,123,1.8,7.4,10.8,1,"2018-01-28","2018JP3194RL",0,"JPN"
3193,"Sapporo","Men",137,0,2018,134,123,1.8,7.4,10.8,1,"2018-01-27","2018JP3193RTRIA",1,"JPN"
3193,"Sapporo","Men",137,0,2018,134,123,1.8,7.4,10.8,1,"2018-01-27","2018JP3193RLT",1,"JPN"
3193,"Sapporo","Men",137,0,2018,134,123,1.8,7.4,10.8,1,"2018-01-27","2018JP3193RL",0,"JPN"
3192,"Sapporo","Men",100,0,2018,100,90,2,7,8,1,"2018-01-26","2018JP3192RLT",1,"JPN"
3192,"Sapporo","Men",100,0,2018,100,90,2,7,8,1,"2018-01-26","2018JP3192RL",0,"JPN"
3189,"Chaikovsky","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-03-17","2018JP3189RTRIA",1,"RUS"
3189,"Chaikovsky","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-03-17","2018JP3189RLT",1,"RUS"
3189,"Chaikovsky","Men",140,0,2018,140,125,1.8,7.56,9.36,1,"2018-03-17","2018JP3189RL",0,"RUS"
3188,"Zakopane","Men",140,0,2018,134,125,1.8,7.56,10.8,1,"2018-03-11","2018JP3188RTRIA",1,"POL"
3188,"Zakopane","Men",140,0,2018,134,125,1.8,7.56,10.8,1,"2018-03-11","2018JP3188RL",0,"POL"
3187,"Zakopane","Men",140,0,2018,134,125,1.8,7.56,10.8,1,"2018-03-10","2018JP3187RTRIA",1,"POL"
3187,"Zakopane","Men",140,0,2018,134,125,1.8,7.56,10.8,1,"2018-03-10","2018JP3187RLT",1,"POL"
3187,"Zakopane","Men",140,0,2018,134,125,1.8,7.56,10.8,1,"2018-03-10","2018JP3187RL",0,"POL"
3184,"Engelberg","Men",140,0,2018,140,125,1.8,7.56,10.44,1,"2017-12-28","2018JP3184RTRIA",1,"SUI"
3184,"Engelberg","Men",140,0,2018,140,125,1.8,7.56,10.44,1,"2017-12-28","2018JP3184RL",0,"SUI"
3183,"Engelberg","Men",140,0,2018,140,125,1.8,7.56,10.44,1,"2017-12-27","2018JP3183RTRIA",1,"SUI"
3183,"Engelberg","Men",140,0,2018,140,125,1.8,7.56,10.44,1,"2017-12-27","2018JP3183RLT",1,"SUI"
3183,"Engelberg","Men",140,0,2018,140,125,1.8,7.56,10.44,1,"2017-12-27","2018JP3183RL",0,"SUI"
3182,"Vancouver, BC","Men",104,0,2018,106,95,2,6.24,6.8,1,"2017-12-10","2018JP3182RTRIA",1,"CAN"
3182,"Vancouver, BC","Men",104,0,2018,106,95,2,6.24,6.8,1,"2017-12-10","2018JP3182RL",0,"CAN"
3181,"Vancouver, BC","Men",104,0,2018,106,95,2,6.24,6.8,1,"2017-12-09","2018JP3181RTRIA",1,"CAN"
3181,"Vancouver, BC","Men",104,0,2018,106,95,2,6.24,6.8,1,"2017-12-09","2018JP3181RLT",1,"CAN"
3181,"Vancouver, BC","Men",104,0,2018,106,95,2,6.24,6.8,1,"2017-12-09","2018JP3181RL",0,"CAN"
3170,"Frenstat","Men",106,0,2018,106,95,2,7,8,1,"2017-08-20","2018JP3170RTRIA",1,"CZE"
3170,"Frenstat","Men",106,0,2018,106,95,2,7,8,1,"2017-08-20","2018JP3170RLT",1,"CZE"
3170,"Frenstat","Men",106,0,2018,106,95,2,7,8,1,"2017-08-20","2018JP3170RL",0,"CZE"
3169,"Stams","Men",115,0,2018,115,105,1.8,6.21,7.11,1,"2017-09-10","2018JP3169RTRIA",1,"AUT"
3169,"Stams","Men",115,0,2018,115,105,1.8,6.21,7.11,1,"2017-09-10","2018JP3169RL",0,"AUT"
3168,"Stams","Men",115,0,2018,115,105,1.8,6.21,7.11,1,"2017-09-09","2018JP3168RTRIA",1,"AUT"
3168,"Stams","Men",115,0,2018,115,105,1.8,6.21,7.11,1,"2017-09-09","2018JP3168RLT",1,"AUT"
3168,"Stams","Men",115,0,2018,115,105,1.8,6.21,7.11,1,"2017-09-09","2018JP3168RL",0,"AUT"
3155,"Kranj","Men",109,0,2018,109,100,1.8,5.89,6.57,1,"2017-07-08","2018JP3155RTRIA",1,"SLO"
3155,"Kranj","Men",109,0,2018,109,100,1.8,5.89,6.57,1,"2017-07-08","2018JP3155RL",0,"SLO"
3154,"Kranj","Men",109,0,2018,109,100,1.8,5.89,6.57,1,"2017-07-07","2018JP3154RTRIA",1,"SLO"
3154,"Kranj","Men",109,0,2018,109,100,1.8,5.89,6.57,1,"2017-07-07","2018JP3154RLT",1,"SLO"
3154,"Kranj","Men",109,0,2018,109,100,1.8,5.89,6.57,1,"2017-07-07","2018JP3154RL",0,"SLO"
3120,"Rasnov","Men",100,0,2018,100,90,2,7,8,1,"2017-09-24","2018JP3120RTRIA",1,"ROU"
3120,"Rasnov","Men",100,0,2018,100,90,2,7,8,1,"2017-09-24","2018JP3120RL",0,"ROU"
3118,"Rasnov","Men",100,0,2018,100,90,2,7,8,1,"2017-09-23","2018JP3118RTRIA",1,"ROU"
3118,"Rasnov","Men",100,0,2018,100,90,2,7,8,1,"2017-09-23","2018JP3118RLT",1,"ROU"
3118,"Rasnov","Men",100,0,2018,100,90,2,7,8,1,"2017-09-23","2018JP3118RL",0,"ROU"
3111,"Oberwiesenthal","Women",106,0,2018,106,95,2,6.36,7,1,"2017-08-19","2018JP3111RTRIA",1,"GER"
3111,"Oberwiesenthal","Women",106,0,2018,106,95,2,6.36,7,1,"2017-08-19","2018JP3111RL",0,"GER"
3110,"Oberwiesenthal","Women",106,0,2018,106,95,2,6.36,7,1,"2017-08-18","2018JP3110RLT",1,"GER"
3110,"Oberwiesenthal","Women",106,0,2018,106,95,2,6.36,7,1,"2017-08-18","2018JP3110RL",0,"GER"
3105,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2017-10-01","2018JP3105RTRIA",1,"GER"
3105,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2017-10-01","2018JP3105RL",0,"GER"
3104,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2017-09-30","2018JP3104RLT",1,"GER"
3104,"Klingenthal","Men",140,0,2018,140,125,1.8,7.56,10.8,1,"2017-09-30","2018JP3104RL",0,"GER"
3101,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,1,"2017-08-19","2018JP3101RTRIA",1,"POL"
3101,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,1,"2017-08-19","2018JP3101RLT",1,"POL"
3101,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,1,"2017-08-19","2018JP3101RL",0,"POL"
3100,"Szczyrk","Men",106,0,2018,106,95,2,6.36,7,1,"2017-08-18","2018JP3100RTRIA",1,"POL"
3100,"Szczyrk","Men",106,0,2018,106,95,2,6.36,7,1,"2017-08-18","2018JP3100RLT",1,"POL"
3100,"Szczyrk","Men",106,0,2018,106,95,2,6.36,7,1,"2017-08-18","2018JP3100RL",0,"POL"
3073,"Trondheim","Women",105,0,2018,100,90,2,6.3,6.9,1,"2017-09-16","2018JP3073RTRIA",1,"NOR"
3073,"Trondheim","Women",105,0,2018,100,90,2,6.3,6.9,1,"2017-09-16","2018JP3073RL",0,"NOR"
3072,"Trondheim","Men",140,0,2018,138,124,1.8,7.56,9.36,1,"2017-09-17","2018JP3072RTRIA",1,"NOR"
3072,"Trondheim","Men",140,0,2018,138,124,1.8,7.56,9.36,1,"2017-09-17","2018JP3072RL",0,"NOR"
3071,"Trondheim","Women",105,0,2018,100,90,2,6.3,6.9,1,"2017-09-15","2018JP3071RTRIA",1,"NOR"
3071,"Trondheim","Women",105,0,2018,100,90,2,6.3,6.9,1,"2017-09-15","2018JP3071RLT",1,"NOR"
3071,"Trondheim","Women",105,0,2018,100,90,2,6.3,6.9,1,"2017-09-15","2018JP3071RL",0,"NOR"
3070,"Trondheim","Men",140,0,2018,138,124,1.8,7.56,9.36,1,"2017-09-16","2018JP3070RTRIA",1,"NOR"
3070,"Trondheim","Men",140,0,2018,138,124,1.8,7.56,9.36,1,"2017-09-16","2018JP3070RLT",1,"NOR"
3070,"Trondheim","Men",140,0,2018,138,124,1.8,7.56,9.36,1,"2017-09-16","2018JP3070RL",0,"NOR"
3262,"Hinterzarten","Women",108,0,2018,108,95,2,6.48,8.4,0,"2017-12-15","2018JP3262RLT",1,"GER"
3262,"Hinterzarten","Women",108,0,2018,108,95,2,6.48,8.4,0,"2017-12-15","2018JP3262RLQ",0,"GER"
3148,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-25","2018JP3148RLQ",0,"GER"
3148,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-25","2018JP3148RL",0,"GER"
3147,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-24","2018JP3147RTRIA",1,"GER"
3147,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-24","2018JP3147RL",0,"GER"
3146,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-23","2018JP3146RLT",1,"GER"
3146,"Oberstdorf","Women",106,0,2018,106,95,2,7,8,0,"2018-03-23","2018JP3146RLQ",0,"GER"
3144,"Oslo","Women",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-11","2018JP3144RTRIA",1,"NOR"
3144,"Oslo","Women",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-11","2018JP3144RLT",1,"NOR"
3144,"Oslo","Women",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-11","2018JP3144RL",0,"NOR"
3143,"Zao","Women",102,1,2018,102,95,2,7,8,0,"2018-01-20","2018JP3143RL",0,"JPN"
3142,"Lahti","Men",130,0,2018,130,116,1.8,7.56,8.46,0,"2018-03-04","2018JP3142RTRIA",1,"FIN"
3142,"Lahti","Men",130,0,2018,130,116,1.8,7.56,8.46,0,"2018-03-04","2018JP3142RL",0,"FIN"
3141,"Lahti","Men",130,1,2018,130,116,1.8,7.56,8.46,0,"2018-03-03","2018JP3141RTRIA",1,"FIN"
3141,"Lahti","Men",130,1,2018,130,116,1.8,7.56,8.46,0,"2018-03-03","2018JP3141RL",0,"FIN"
3140,"Lahti","Men",130,0,2018,130,116,1.8,7.56,8.46,0,"2018-03-02","2018JP3140RLT",1,"FIN"
3140,"Lahti","Men",130,0,2018,130,116,1.8,7.56,8.46,0,"2018-03-02","2018JP3140RLQ",0,"FIN"
3136,"Lillehammer","Women",140,0,2018,140,123,1.8,7.45,9.9,0,"2017-12-03","2018JP3136RLT",1,"NOR"
3136,"Lillehammer","Women",140,0,2018,140,123,1.8,7.45,9.9,0,"2017-12-03","2018JP3136RL",0,"NOR"
3135,"Oslo","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-11","2018JP3135RTRIA",1,"NOR"
3135,"Oslo","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-11","2018JP3135RL",0,"NOR"
3134,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2017-11-19","2018JP3134RTRIA",1,"POL"
3134,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2017-11-19","2018JP3134RL",0,"POL"
3133,"Wisla","Men",134,1,2018,134,120,1.8,7.24,9.9,0,"2017-11-18","2018JP3133RTRIA",1,"POL"
3133,"Wisla","Men",134,1,2018,134,120,1.8,7.24,9.9,0,"2017-11-18","2018JP3133RL",0,"POL"
3132,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2017-11-17","2018JP3132RLT",1,"POL"
3132,"Wisla","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2017-11-17","2018JP3132RLQ",0,"POL"
3094,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-25","2018JP3094RTRIA",1,"SLO"
3094,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-25","2018JP3094RL",0,"SLO"
3093,"Planica","Men",240,1,2018,240,200,1.2,8.64,14.4,0,"2018-03-24","2018JP3093RTRIA",1,"SLO"
3093,"Planica","Men",240,1,2018,240,200,1.2,8.64,14.4,0,"2018-03-24","2018JP3093RL",0,"SLO"
3092,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-23","2018JP3092RTRIA",1,"SLO"
3092,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-23","2018JP3092RL",0,"SLO"
3091,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-22","2018JP3091RLT",1,"SLO"
3091,"Planica","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-22","2018JP3091RLQ",0,"SLO"
3090,"Vikersund","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-18","2018JP3090RTRIA",1,"NOR"
3090,"Vikersund","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-18","2018JP3090RL",0,"NOR"
3089,"Vikersund","Men",240,1,2018,240,200,1.2,8.64,14.4,0,"2018-03-17","2018JP3089RTRIA",1,"NOR"
3089,"Vikersund","Men",240,1,2018,240,200,1.2,8.64,14.4,0,"2018-03-17","2018JP3089RL",0,"NOR"
3088,"Vikersund","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-16","2018JP3088RLT",1,"NOR"
3088,"Vikersund","Men",240,0,2018,240,200,1.2,8.64,14.4,0,"2018-03-16","2018JP3088RLQ",0,"NOR"
3087,"Trondheim/Oslo","Men",140,0,2018,138,124,1.8,7.56,10.8,0,"2018-03-15","2018JP3087RL",0,"NOR"
3086,"Trondheim/Oslo","Men",140,0,2018,140,124,1.8,7.56,10.8,0,"2018-03-14","2018JP3086RLT",1,"NOR"
3086,"Trondheim/Oslo","Men",140,0,2018,140,124,1.8,7.56,10.8,0,"2018-03-14","2018JP3086RLQ",0,"NOR"
3085,"Lillehammer","Men",140,0,2018,140,123,1.8,7.56,9.9,0,"2018-03-13","2018JP3085RTRIA",1,"NOR"
3085,"Lillehammer","Men",140,0,2018,140,123,1.8,7.56,9.9,0,"2018-03-13","2018JP3085RL",0,"NOR"
3084,"Lillehammer","Men",140,0,2018,140,123,1.8,7.56,9.9,0,"2018-03-12","2018JP3084RLT",1,"NOR"
3084,"Lillehammer","Men",140,0,2018,140,123,1.8,7.56,9.9,0,"2018-03-12","2018JP3084RLQ",0,"NOR"
3083,"Oslo","Men",134,1,2018,134,120,1.8,7.24,9.9,0,"2018-03-10","2018JP3083RTRIA",1,"NOR"
3083,"Oslo","Men",134,1,2018,134,120,1.8,7.24,9.9,0,"2018-03-10","2018JP3083RL",0,"NOR"
3082,"Oslo","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-09","2018JP3082RLT",1,"NOR"
3082,"Oslo","Men",134,0,2018,134,120,1.8,7.24,9.9,0,"2018-03-09","2018JP3082RLQ",0,"NOR"
3081,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-04","2018JP3081RTRIA",1,"GER"
3081,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-04","2018JP3081RL",0,"GER"
3080,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-03","2018JP3080RTRIA",1,"GER"
3080,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-03","2018JP3080RL",0,"GER"
3079,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-02","2018JP3079RLT",1,"GER"
3079,"Willingen","Men",145,0,2018,145,130,1.8,7.83,11.7,0,"2018-02-02","2018JP3079RLQ",0,"GER"
3078,"Zakopane","Men",140,0,2018,140,125,1.8,7.56,10.8,0,"2018-01-28","2018JP3078RTRIA",1,"POL"
3078,"Zakopane","Men",140,0,2018,140,125,1.8,7.56,10.8,0,"2018-01-28","2018JP3078RL",0,"POL"
3077,"Zakopane","Men",140,1,2018,140,125,1.8,7.56,10.8,0,"2018-01-27","2018JP3077RTRIA",1,"POL"
3077,"Zakopane","Men",140,1,2018,140,125,1.8,7.56,10.8,0,"2018-01-27","2018JP3077RL",0,"POL"
3076,"Zakopane","Men",140,0,2018,140,125,1.8,7.56,10.8,0,"2018-01-26","2018JP3076RLT",1,"POL"
3076,"Zakopane","Men",140,0,2018,140,125,1.8,7.56,10.8,0,"2018-01-26","2018JP3076RLQ",0,"POL"
3068,"Tauplitz/ Bad Mitterndorf","Men",235,0,2018,235,200,1.2,8.46,14.4,0,"2018-01-13","2018JP3068RTRIA",1,"AUT"
3068,"Tauplitz/ Bad Mitterndorf","Men",235,0,2018,235,200,1.2,8.46,14.4,0,"2018-01-13","2018JP3068RL",0,"AUT"
3067,"Tauplitz/ Bad Mitterndorf","Men",235,0,2018,235,200,1.2,8.46,14.4,0,"2018-01-12","2018JP3067RLT",1,"AUT"
3067,"Tauplitz/ Bad Mitterndorf","Men",235,0,2018,235,200,1.2,8.46,14.4,0,"2018-01-12","2018JP3067RLQ",0,"AUT"
3066,"Bischofshofen","Men",140,0,2018,140,125,1.8,4.86,9.36,0,"2018-01-06","2018JP3066RTRIA",1,"AUT"
3066,"Bischofshofen","Men",140,0,2018,140,125,1.8,4.86,9.36,0,"2018-01-06","2018JP3066RL",0,"AUT"
3065,"Bischofshofen","Men",140,0,2018,140,125,1.8,4.86,9.36,0,"2018-01-05","2018JP3065RLT",1,"AUT"
3065,"Bischofshofen","Men",140,0,2018,140,125,1.8,4.86,9.36,0,"2018-01-05","2018JP3065RLQ",0,"AUT"
3064,"Innsbruck","Men",130,0,2018,130,120,1.8,7.02,8.46,0,"2018-01-04","2018JP3064RTRIA",1,"AUT"
3064,"Innsbruck","Men",130,0,2018,130,120,1.8,7.02,8.46,0,"2018-01-04","2018JP3064RL",0,"AUT"
3063,"Innsbruck","Men",130,0,2018,130,120,1.8,7.02,8.46,0,"2018-01-03","2018JP3063RLT",1,"AUT"
3063,"Innsbruck","Men",130,0,2018,130,120,1.8,7.02,8.46,0,"2018-01-03","2018JP3063RLQ",0,"AUT"
3062,"Garmisch-Partenkirchen","Men",140,0,2018,142,125,1.8,7.56,10.44,0,"2018-01-01","2018JP3062RTRIA",1,"GER"
3062,"Garmisch-Partenkirchen","Men",140,0,2018,142,125,1.8,7.56,10.44,0,"2018-01-01","2018JP3062RL",0,"GER"
3061,"Garmisch-Partenkirchen","Men",140,0,2018,142,125,1.8,7.56,10.44,0,"2017-12-31","2018JP3061RLT",1,"GER"
3061,"Garmisch-Partenkirchen","Men",140,0,2018,142,125,1.8,7.56,10.44,0,"2017-12-31","2018JP3061RLQ",0,"GER"
3060,"Oberstdorf","Men",137,0,2018,137,120,1.8,7.4,10.8,0,"2017-12-30","2018JP3060RTRIA",1,"GER"
3060,"Oberstdorf","Men",137,0,2018,137,120,1.8,7.4,10.8,0,"2017-12-30","2018JP3060RL",0,"GER"
3059,"Oberstdorf","Men",140,0,2018,137,120,1.8,7.4,10.8,0,"2017-12-29","2018JP3059RLT",1,"GER"
